VaccDscaff1-augustus-gene-0.27	1604
VaccDscaff1-augustus-gene-0.30	228
VaccDscaff1-augustus-gene-1.24	0
VaccDscaff1-augustus-gene-1.25	0
VaccDscaff1-augustus-gene-1.27	0
VaccDscaff1-augustus-gene-1.28	0
VaccDscaff1-augustus-gene-10.38	0
VaccDscaff1-augustus-gene-10.40	0
VaccDscaff1-augustus-gene-10.41	12
VaccDscaff1-augustus-gene-100.21	0
VaccDscaff1-augustus-gene-100.23	1
VaccDscaff1-augustus-gene-100.24	2
VaccDscaff1-augustus-gene-100.26	2
VaccDscaff1-augustus-gene-101.18	5
VaccDscaff1-augustus-gene-102.21	0
VaccDscaff1-augustus-gene-102.22	0
VaccDscaff1-augustus-gene-103.20	44
VaccDscaff1-augustus-gene-104.11	22
VaccDscaff1-augustus-gene-106.32	0
VaccDscaff1-augustus-gene-107.23	0
VaccDscaff1-augustus-gene-109.25	4
VaccDscaff1-augustus-gene-11.31	1
VaccDscaff1-augustus-gene-11.36	0
VaccDscaff1-augustus-gene-11.37	0
VaccDscaff1-augustus-gene-11.39	0
VaccDscaff1-augustus-gene-110.30	0
VaccDscaff1-augustus-gene-113.26	0
VaccDscaff1-augustus-gene-115.27	0
VaccDscaff1-augustus-gene-115.28	0
VaccDscaff1-augustus-gene-115.29	2
VaccDscaff1-augustus-gene-115.30	16
VaccDscaff1-augustus-gene-115.31	0
VaccDscaff1-augustus-gene-116.47	0
VaccDscaff1-augustus-gene-116.48	0
VaccDscaff1-augustus-gene-116.49	0
VaccDscaff1-augustus-gene-119.35	0
VaccDscaff1-augustus-gene-12.25	0
VaccDscaff1-augustus-gene-12.26	4
VaccDscaff1-augustus-gene-12.27	0
VaccDscaff1-augustus-gene-12.28	0
VaccDscaff1-augustus-gene-12.29	6
VaccDscaff1-augustus-gene-12.30	0
VaccDscaff1-augustus-gene-12.31	0
VaccDscaff1-augustus-gene-121.27	0
VaccDscaff1-augustus-gene-124.39	0
VaccDscaff1-augustus-gene-124.40	0
VaccDscaff1-augustus-gene-124.43	0
VaccDscaff1-augustus-gene-127.18	0
VaccDscaff1-augustus-gene-128.27	8
VaccDscaff1-augustus-gene-128.28	0
VaccDscaff1-augustus-gene-128.32	2
VaccDscaff1-augustus-gene-128.33	0
VaccDscaff1-augustus-gene-128.35	0
VaccDscaff1-augustus-gene-129.20	8
VaccDscaff1-augustus-gene-129.21	0
VaccDscaff1-augustus-gene-13.27	0
VaccDscaff1-augustus-gene-130.20	0
VaccDscaff1-augustus-gene-131.22	0
VaccDscaff1-augustus-gene-132.20	2
VaccDscaff1-augustus-gene-132.21	0
VaccDscaff1-augustus-gene-134.18	0
VaccDscaff1-augustus-gene-135.23	15
VaccDscaff1-augustus-gene-135.24	0
VaccDscaff1-augustus-gene-137.16	0
VaccDscaff1-augustus-gene-137.17	0
VaccDscaff1-augustus-gene-138.20	1820
VaccDscaff1-augustus-gene-138.25	42
VaccDscaff1-augustus-gene-138.28	0
VaccDscaff1-augustus-gene-139.9	1
VaccDscaff1-augustus-gene-14.20	4
VaccDscaff1-augustus-gene-14.21	6
VaccDscaff1-augustus-gene-14.22	10
VaccDscaff1-augustus-gene-14.24	0
VaccDscaff1-augustus-gene-140.18	15
VaccDscaff1-augustus-gene-140.21	0
VaccDscaff1-augustus-gene-141.11	26
VaccDscaff1-augustus-gene-142.23	0
VaccDscaff1-augustus-gene-143.27	0
VaccDscaff1-augustus-gene-143.28	0
VaccDscaff1-augustus-gene-144.19	0
VaccDscaff1-augustus-gene-144.20	0
VaccDscaff1-augustus-gene-144.21	0
VaccDscaff1-augustus-gene-144.23	0
VaccDscaff1-augustus-gene-144.24	12
VaccDscaff1-augustus-gene-145.14	0
VaccDscaff1-augustus-gene-146.25	6
VaccDscaff1-augustus-gene-146.29	0
VaccDscaff1-augustus-gene-147.21	0
VaccDscaff1-augustus-gene-148.23	0
VaccDscaff1-augustus-gene-148.24	0
VaccDscaff1-augustus-gene-148.25	41
VaccDscaff1-augustus-gene-149.10	290
VaccDscaff1-augustus-gene-15.29	0
VaccDscaff1-augustus-gene-150.12	0
VaccDscaff1-augustus-gene-150.13	1
VaccDscaff1-augustus-gene-150.17	13
VaccDscaff1-augustus-gene-151.18	0
VaccDscaff1-augustus-gene-151.20	0
VaccDscaff1-augustus-gene-151.21	0
VaccDscaff1-augustus-gene-152.15	0
VaccDscaff1-augustus-gene-152.20	0
VaccDscaff1-augustus-gene-153.12	0
VaccDscaff1-augustus-gene-153.16	0
VaccDscaff1-augustus-gene-154.21	4
VaccDscaff1-augustus-gene-154.22	0
VaccDscaff1-augustus-gene-154.24	0
VaccDscaff1-augustus-gene-155.25	1
VaccDscaff1-augustus-gene-155.27	4
VaccDscaff1-augustus-gene-155.32	2
VaccDscaff1-augustus-gene-158.27	0
VaccDscaff1-augustus-gene-159.15	463
VaccDscaff1-augustus-gene-16.27	2
VaccDscaff1-augustus-gene-16.30	13
VaccDscaff1-augustus-gene-16.36	9
VaccDscaff1-augustus-gene-160.34	0
VaccDscaff1-augustus-gene-160.35	2
VaccDscaff1-augustus-gene-160.36	0
VaccDscaff1-augustus-gene-161.26	6
VaccDscaff1-augustus-gene-161.31	0
VaccDscaff1-augustus-gene-162.24	0
VaccDscaff1-augustus-gene-162.25	2
VaccDscaff1-augustus-gene-162.26	0
VaccDscaff1-augustus-gene-162.27	1
VaccDscaff1-augustus-gene-163.28	0
VaccDscaff1-augustus-gene-163.29	0
VaccDscaff1-augustus-gene-163.30	22
VaccDscaff1-augustus-gene-164.28	0
VaccDscaff1-augustus-gene-165.47	2
VaccDscaff1-augustus-gene-165.48	0
VaccDscaff1-augustus-gene-167.31	2
VaccDscaff1-augustus-gene-167.33	6
VaccDscaff1-augustus-gene-167.35	0
VaccDscaff1-augustus-gene-168.22	0
VaccDscaff1-augustus-gene-169.16	0
VaccDscaff1-augustus-gene-169.17	0
VaccDscaff1-augustus-gene-170.31	16
VaccDscaff1-augustus-gene-171.28	0
VaccDscaff1-augustus-gene-171.29	0
VaccDscaff1-augustus-gene-172.25	0
VaccDscaff1-augustus-gene-172.27	0
VaccDscaff1-augustus-gene-172.29	0
VaccDscaff1-augustus-gene-172.31	0
VaccDscaff1-augustus-gene-172.32	0
VaccDscaff1-augustus-gene-173.28	6
VaccDscaff1-augustus-gene-174.30	0
VaccDscaff1-augustus-gene-174.31	2
VaccDscaff1-augustus-gene-176.29	0
VaccDscaff1-augustus-gene-177.17	0
VaccDscaff1-augustus-gene-177.18	2
VaccDscaff1-augustus-gene-178.22	0
VaccDscaff1-augustus-gene-178.24	4
VaccDscaff1-augustus-gene-18.40	302
VaccDscaff1-augustus-gene-18.42	0
VaccDscaff1-augustus-gene-18.48	0
VaccDscaff1-augustus-gene-18.49	0
VaccDscaff1-augustus-gene-18.51	0
VaccDscaff1-augustus-gene-18.52	3
VaccDscaff1-augustus-gene-182.23	6
VaccDscaff1-augustus-gene-182.24	2
VaccDscaff1-augustus-gene-182.25	0
VaccDscaff1-augustus-gene-183.45	0
VaccDscaff1-augustus-gene-183.46	28022
VaccDscaff1-augustus-gene-183.47	86550
VaccDscaff1-augustus-gene-183.48	350
VaccDscaff1-augustus-gene-183.49	23
VaccDscaff1-augustus-gene-184.13	0
VaccDscaff1-augustus-gene-184.14	0
VaccDscaff1-augustus-gene-185.20	10
VaccDscaff1-augustus-gene-185.22	8
VaccDscaff1-augustus-gene-186.19	4
