VaccDscaff1-augustus-gene-0.27	1436
VaccDscaff1-augustus-gene-0.30	138
VaccDscaff1-augustus-gene-1.24	0
VaccDscaff1-augustus-gene-1.25	6
VaccDscaff1-augustus-gene-1.27	0
VaccDscaff1-augustus-gene-1.28	0
VaccDscaff1-augustus-gene-10.38	0
VaccDscaff1-augustus-gene-10.40	0
VaccDscaff1-augustus-gene-10.41	2
VaccDscaff1-augustus-gene-100.21	0
VaccDscaff1-augustus-gene-100.23	0
VaccDscaff1-augustus-gene-100.24	4
VaccDscaff1-augustus-gene-100.26	1
VaccDscaff1-augustus-gene-101.18	2
VaccDscaff1-augustus-gene-102.21	0
VaccDscaff1-augustus-gene-102.22	0
VaccDscaff1-augustus-gene-103.20	79
VaccDscaff1-augustus-gene-104.11	6
VaccDscaff1-augustus-gene-106.32	2
VaccDscaff1-augustus-gene-107.23	4
VaccDscaff1-augustus-gene-109.25	1
VaccDscaff1-augustus-gene-11.31	0
VaccDscaff1-augustus-gene-11.36	1
VaccDscaff1-augustus-gene-11.37	0
VaccDscaff1-augustus-gene-11.39	0
VaccDscaff1-augustus-gene-110.30	0
VaccDscaff1-augustus-gene-113.26	0
VaccDscaff1-augustus-gene-115.27	0
VaccDscaff1-augustus-gene-115.28	0
VaccDscaff1-augustus-gene-115.29	0
VaccDscaff1-augustus-gene-115.30	6
VaccDscaff1-augustus-gene-115.31	0
VaccDscaff1-augustus-gene-116.47	0
VaccDscaff1-augustus-gene-116.48	0
VaccDscaff1-augustus-gene-116.49	2
VaccDscaff1-augustus-gene-119.35	0
VaccDscaff1-augustus-gene-12.25	0
VaccDscaff1-augustus-gene-12.26	0
VaccDscaff1-augustus-gene-12.27	0
VaccDscaff1-augustus-gene-12.28	0
VaccDscaff1-augustus-gene-12.29	0
VaccDscaff1-augustus-gene-12.30	0
VaccDscaff1-augustus-gene-12.31	0
VaccDscaff1-augustus-gene-121.27	0
VaccDscaff1-augustus-gene-124.39	0
VaccDscaff1-augustus-gene-124.40	0
VaccDscaff1-augustus-gene-124.43	0
VaccDscaff1-augustus-gene-127.18	0
VaccDscaff1-augustus-gene-128.27	8
VaccDscaff1-augustus-gene-128.28	1
VaccDscaff1-augustus-gene-128.32	8
VaccDscaff1-augustus-gene-128.33	0
VaccDscaff1-augustus-gene-128.35	0
VaccDscaff1-augustus-gene-129.20	0
VaccDscaff1-augustus-gene-129.21	0
VaccDscaff1-augustus-gene-13.27	0
VaccDscaff1-augustus-gene-130.20	0
VaccDscaff1-augustus-gene-131.22	0
VaccDscaff1-augustus-gene-132.20	0
VaccDscaff1-augustus-gene-132.21	0
VaccDscaff1-augustus-gene-134.18	0
VaccDscaff1-augustus-gene-135.23	4
VaccDscaff1-augustus-gene-135.24	0
VaccDscaff1-augustus-gene-137.16	0
VaccDscaff1-augustus-gene-137.17	0
VaccDscaff1-augustus-gene-138.20	1799
VaccDscaff1-augustus-gene-138.25	52
VaccDscaff1-augustus-gene-138.28	0
VaccDscaff1-augustus-gene-139.9	0
VaccDscaff1-augustus-gene-14.20	0
VaccDscaff1-augustus-gene-14.21	6
VaccDscaff1-augustus-gene-14.22	0
VaccDscaff1-augustus-gene-14.24	0
VaccDscaff1-augustus-gene-140.18	10
VaccDscaff1-augustus-gene-140.21	0
VaccDscaff1-augustus-gene-141.11	24
VaccDscaff1-augustus-gene-142.23	0
VaccDscaff1-augustus-gene-143.27	0
VaccDscaff1-augustus-gene-143.28	0
VaccDscaff1-augustus-gene-144.19	0
VaccDscaff1-augustus-gene-144.20	0
VaccDscaff1-augustus-gene-144.21	0
VaccDscaff1-augustus-gene-144.23	0
VaccDscaff1-augustus-gene-144.24	4
VaccDscaff1-augustus-gene-145.14	2
VaccDscaff1-augustus-gene-146.25	2
VaccDscaff1-augustus-gene-146.29	6
VaccDscaff1-augustus-gene-147.21	0
VaccDscaff1-augustus-gene-148.23	0
VaccDscaff1-augustus-gene-148.24	0
VaccDscaff1-augustus-gene-148.25	14
VaccDscaff1-augustus-gene-149.10	188
VaccDscaff1-augustus-gene-15.29	0
VaccDscaff1-augustus-gene-150.12	0
VaccDscaff1-augustus-gene-150.13	0
VaccDscaff1-augustus-gene-150.17	4
VaccDscaff1-augustus-gene-151.18	1
VaccDscaff1-augustus-gene-151.20	0
VaccDscaff1-augustus-gene-151.21	0
VaccDscaff1-augustus-gene-152.15	0
VaccDscaff1-augustus-gene-152.20	0
VaccDscaff1-augustus-gene-153.12	0
VaccDscaff1-augustus-gene-153.16	0
VaccDscaff1-augustus-gene-154.21	0
VaccDscaff1-augustus-gene-154.22	0
VaccDscaff1-augustus-gene-154.24	1
VaccDscaff1-augustus-gene-155.25	1
VaccDscaff1-augustus-gene-155.27	8
VaccDscaff1-augustus-gene-155.32	2
VaccDscaff1-augustus-gene-158.27	2
VaccDscaff1-augustus-gene-159.15	365
VaccDscaff1-augustus-gene-16.27	0
VaccDscaff1-augustus-gene-16.30	7
VaccDscaff1-augustus-gene-16.36	4
VaccDscaff1-augustus-gene-160.34	0
VaccDscaff1-augustus-gene-160.35	0
