"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"VaccDscaff12-augustus-gene-325.31" 0.453361518489047 2.25690065222711 3.99460534024323 0.564987141405485 0.572082510317695 NA
"VaccDscaff12-augustus-gene-326.21" 0.89157167799721 -3.41531014152298 3.94535072376173 -0.865654381739382 0.386679723600541 NA
"VaccDscaff12-augustus-gene-326.24" 3.9144853758274 1.77197787869785 1.79415059287222 0.987641664940243 0.323328173309022 0.660119257277997
"VaccDscaff12-augustus-gene-327.32" 3.63792930208852 5.26106473078437 2.22322831998029 2.3664077519627 0.0179616498505076 0.106699492988837
"VaccDscaff12-augustus-gene-327.33" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-327.34" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-327.35" 0.602977109032994 2.66857171848854 3.97297886571134 0.671680320658024 0.501787232236116 NA
"VaccDscaff12-augustus-gene-327.38" 1.81118870052759 4.25518386981615 2.7724963037038 1.53478432563881 0.124836814230562 NA
"VaccDscaff12-augustus-gene-328.24" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-328.25" 1.67773195513369 -0.30657163576271 2.58243891635517 -0.118713993125306 0.905501950037786 NA
"VaccDscaff12-augustus-gene-328.26" 0.83781120558684 -0.816041395514579 3.40961016499147 -0.239335688253563 0.81084529416398 NA
"VaccDscaff12-augustus-gene-328.27" 3.84143075071936 0.29624348491548 1.45241268099839 0.203966468202302 0.838379702547814 0.951189340105089
"VaccDscaff12-augustus-gene-328.28" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-328.29" 3.6157096818092 -2.31568123058845 1.80867308215268 -1.28032050315711 0.200432439715704 0.511433793366391
"VaccDscaff12-augustus-gene-329.33" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-329.36" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-329.41" 0.402496942195275 -2.2433719168235 4.02189706280422 -0.557789491325107 0.576988139425222 NA
"VaccDscaff12-augustus-gene-33.16" 0.658117225715381 -0.236374761630898 3.99167897096761 -0.059216876745376 0.952779367531899 NA
"VaccDscaff12-augustus-gene-33.19" 0.303745927945101 1.67821185612022 4.03725257372428 0.415681661098578 0.677642962429156 NA
"VaccDscaff12-augustus-gene-33.20" 1.20595421806599 3.66846769176678 3.52527165084667 1.04061986000021 0.298052010242466 NA
"VaccDscaff12-augustus-gene-330.36" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-330.37" 0.150995234815964 0.776745393330707 4.0804728567969 0.190356711241657 0.849029616819546 NA
"VaccDscaff12-augustus-gene-331.49" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-331.51" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-332.29" 5.25825564242218 -0.244762889170109 1.61287585317744 -0.151755566733741 0.87937972874251 0.963620864873557
"VaccDscaff12-augustus-gene-332.30" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-332.32" 9.95987775420439 -2.48251311601638 1.21109665955719 -2.04980593119962 0.0403833725959776 0.184097965913505
"VaccDscaff12-augustus-gene-333.34" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-334.32" 0.58505402455942 0.0421392038082522 4.01657763993193 0.0104913206181585 0.991629290814223 NA
"VaccDscaff12-augustus-gene-334.33" 0.80499388439055 -3.25608362758804 3.96430734124544 -0.821349947747769 0.411446964807311 NA
"VaccDscaff12-augustus-gene-335.34" 0.713257342397768 -3.09286491944155 3.97113525340627 -0.778836459117987 0.436076057760552 NA
"VaccDscaff12-augustus-gene-336.20" 4.31951844018377 -5.69680888018282 3.91743750464355 -1.45421819069994 0.145885823245872 0.426330638744622
"VaccDscaff12-augustus-gene-336.22" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-336.23" 0.566127109854984 -2.78449637817171 3.98629820550247 -0.698516828050682 0.484854037649929 NA
"VaccDscaff12-augustus-gene-337.43" 1.46678450071289 -4.14044112175192 2.67917276539187 -1.54541774059364 0.122245251896382 NA
"VaccDscaff12-augustus-gene-338.31" 1.33940218244953 1.82579565757049 2.87910817445345 0.6341531984699 0.525980847493538 NA
"VaccDscaff12-augustus-gene-338.34" 2.99246926680429 0.324807008661438 1.76239422832442 0.184298724678783 0.853779114350279 0.957491328020391
"VaccDscaff12-augustus-gene-339.29" 4.43857139449957 -1.18122189408495 1.50019126992458 -0.787380861204672 0.431058946981894 0.751515607932493
"VaccDscaff12-augustus-gene-339.30" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-339.31" 3.02943361596746 4.99700184738931 2.10744423774414 2.37111936719058 0.0177343026024161 0.105848832463919
"VaccDscaff12-augustus-gene-339.33" 0.303745927945101 1.67821185612022 4.03725257372428 0.415681661098578 0.677642962429156 NA
"VaccDscaff12-augustus-gene-34.33" 0.660374599143985 -0.227016174942528 3.99083381842596 -0.0568843969133413 0.954637283645137 NA
"VaccDscaff12-augustus-gene-34.34" 1.01999054345946 -0.353237792366781 3.12678293623683 -0.112971638764254 0.910053040228029 NA
"VaccDscaff12-augustus-gene-34.35" 1.20595421806599 3.66846769176678 3.52527165084667 1.04061986000021 0.298052010242466 NA
"VaccDscaff12-augustus-gene-340.31" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-340.36" 3.17643018147823 -2.09219529411338 1.89405416499677 -1.1046121767679 0.269327672489448 0.599379616573057
"VaccDscaff12-augustus-gene-341.21" 0.201248471097638 -1.14680795831178 4.0804728567969 -0.28104780954529 0.778673730280535 NA
"VaccDscaff12-augustus-gene-341.24" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-341.25" 2.16810043704857 -1.35636049745282 2.39057769898933 -0.567377708754772 0.570457591365857 NA
"VaccDscaff12-augustus-gene-342.27" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-343.24" 4.41311349642829 -0.337078885329131 1.52246302756008 -0.221403659220112 0.824778143482017 0.948937842935434
"VaccDscaff12-augustus-gene-343.27" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-343.28" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-344.37" 0.736676030974255 0.615899091324901 3.28480356110963 0.187499520098196 0.851268999922501 NA
"VaccDscaff12-augustus-gene-344.38" 0.603980939263856 2.67080376871742 3.9728773451516 0.672259306463817 0.501418631188729 NA
"VaccDscaff12-augustus-gene-344.39" 1.01700327034287 -1.22894769642117 3.44771516207244 -0.35645279225516 0.72150149963491 NA
"VaccDscaff12-augustus-gene-345.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-345.39" 2.51556668745812 0.622828414282371 2.08741701632361 0.298372778132903 0.765418663267201 NA
"VaccDscaff12-augustus-gene-345.40" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-345.41" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-345.43" 12.1768239701784 -0.382660058614648 0.879082175323639 -0.435294980783531 0.663348327653579 0.889025494412481
"VaccDscaff12-augustus-gene-345.46" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-346.39" 2.87559685038668 -1.09484471689229 1.99765655017196 -0.54806453932136 0.583647588259487 0.852920536326369
"VaccDscaff12-augustus-gene-346.40" 0.887044494191348 1.03695259841242 3.63113104067593 0.285572893623633 0.775205266980605 NA
"VaccDscaff12-augustus-gene-346.43" 2.5975387355358 -2.91379669060038 2.32403689173792 -1.25376524828805 0.209927343979694 0.523289622764441
"VaccDscaff12-augustus-gene-347.39" 10.4438675335676 0.305700824395369 1.08654032381636 0.28135248889947 0.778440055152809 0.931929489282187
"VaccDscaff12-augustus-gene-347.40" 6.23989468058629 -0.823632669791096 1.26464125868857 -0.651277715425166 0.514867230935547 0.81637528275861
"VaccDscaff12-augustus-gene-347.41" 1.81570344738479 4.25858184169057 2.73354199672278 1.55789881655235 0.119257235809776 NA
"VaccDscaff12-augustus-gene-347.43" 1.71947251521006 1.94898113338558 2.37788370336384 0.819628449712863 0.412427950118022 NA
"VaccDscaff12-augustus-gene-347.46" 0.301990469631928 1.67093956508304 4.03790131463183 0.413813868860089 0.67901042623145 NA
"VaccDscaff12-augustus-gene-347.47" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-348.31" 38.8478958679571 -0.487907049216579 0.621594819824345 -0.784927791635162 0.43249590639854 0.751878111253583
"VaccDscaff12-augustus-gene-348.32" 0.703985496711772 -0.389475965331588 3.97835919930384 -0.0978986425860543 0.922012777869963 NA
"VaccDscaff12-augustus-gene-348.33" 1.05796922935177 3.4794511944112 3.01630869155021 1.15354612217192 0.24868629803657 NA
"VaccDscaff12-augustus-gene-348.34" 0.653732260430098 1.29264185530484 3.73074001683795 0.346484035196975 0.728978980131796 NA
"VaccDscaff12-augustus-gene-349.36" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-349.39" 1.34391692930674 1.83022612919463 2.84312364940672 0.64373778804047 0.519745481568533 NA
"VaccDscaff12-augustus-gene-35.33" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-35.34" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-35.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-350.32" 0.96060961046274 0.767014666620846 3.52003478068669 0.21789974088586 0.827507229038736 NA
"VaccDscaff12-augustus-gene-350.33" 57.1370747622935 0.648656800058494 0.576954850667109 1.12427653447835 0.260895729935662 0.590170864400596
"VaccDscaff12-augustus-gene-351.22" 1.36021065654142 3.84198918079767 2.75613600901407 1.39397662823324 0.163324662461154 NA
"VaccDscaff12-augustus-gene-351.23" 0.356628671198884 -2.09026393813598 4.03455405093709 -0.518090453553467 0.604395160562564 NA
"VaccDscaff12-augustus-gene-351.26" 3.71184037931771 -0.556401691893138 1.79826784846355 -0.30940979808349 0.757009818037664 0.925075583917506
"VaccDscaff12-augustus-gene-352.18" 8.61702852522195 1.367999256974 1.06544104124453 1.28397462085378 0.199150835626517 0.509964465077715
"VaccDscaff12-augustus-gene-353.21" 9.00757885844888 -1.83410098341406 1.25364793889516 -1.4630112063443 0.143464312573922 0.422216851410165
"VaccDscaff12-augustus-gene-353.26" 0.507623906014848 -1.12848292850072 4.03455338322221 -0.279704547520314 0.779704189121877 NA
"VaccDscaff12-augustus-gene-354.35" 16.7027294097831 -1.42186411491651 0.843796495131144 -1.68507942746968 0.0919732482169592 0.325639865174097
"VaccDscaff12-augustus-gene-354.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-354.41" 1.68844895568365 0.191315335303306 2.14510771505664 0.0891868198321472 0.928933439883803 NA
"VaccDscaff12-augustus-gene-356.27" 0.849190664782476 -3.36255221684389 3.96024570370972 -0.849076665544782 0.395838633717689 NA
"VaccDscaff12-augustus-gene-356.29" 3.42328614537579 -0.334924226418819 1.57130158149246 -0.213150823727104 0.831209323770432 0.950458357319681
"VaccDscaff12-augustus-gene-356.30" 2.72111793707149 0.318587987567802 2.05185322309848 0.155268410031155 0.876609718699531 0.962951749982372
"VaccDscaff12-augustus-gene-356.31" 3.2845407624761 2.18396785560202 1.88184171428683 1.16054811572167 0.245825715686596 0.573225928313464
"VaccDscaff12-augustus-gene-357.31" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-357.34" 5.56490680622553 0.24579716419322 1.24868531736073 0.196844762067634 0.843949021278768 0.953902483097521
"VaccDscaff12-augustus-gene-358.25" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-358.27" 0.863874832722209 -3.36975437309464 3.28698541601622 -1.02518081056129 0.305277880937159 NA
"VaccDscaff12-augustus-gene-359.25" 2.31314313113866 -1.47612277224641 2.15969839981224 -0.683485607237909 0.494300041815686 NA
"VaccDscaff12-augustus-gene-359.26" 5.15965057548622 0.486345643051763 1.46782836736647 0.331336860537959 0.740390051572664 0.91865190312203
"VaccDscaff12-augustus-gene-359.28" 4.93363080335111 -0.218963847221756 1.5056700063148 -0.145426186550452 0.884374390555593 0.965591876662505
"VaccDscaff12-augustus-gene-36.29" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-36.31" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-36.32" 0.301990469631928 1.67093956508304 4.03790131463183 0.413813868860089 0.67901042623145 NA
"VaccDscaff12-augustus-gene-36.34" 2.97969084628978 -3.15178079861312 1.98783805200697 -1.58553197803564 0.112845517300428 0.369005655166611
"VaccDscaff12-augustus-gene-36.35" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-360.30" 0.713257342397768 -3.09286491944155 3.97113525340627 -0.778836459117987 0.436076057760552 NA
"VaccDscaff12-augustus-gene-361.29" 0.566127109854984 -2.78449637817171 3.98629820550247 -0.698516828050682 0.484854037649929 NA
"VaccDscaff12-augustus-gene-361.35" 19.2732977480512 -1.70183587342986 0.76491190594675 -2.22487826401846 0.0260894115570034 0.136856695512849
"VaccDscaff12-augustus-gene-362.30" 2.92702558111027 0.0669192677915053 2.16842249758383 0.0308608068151249 0.975380546654696 0.993229752674576
"VaccDscaff12-augustus-gene-362.32" 0.301990469631928 1.67093956508304 4.03790131463183 0.413813868860089 0.67901042623145 NA
"VaccDscaff12-augustus-gene-362.34" 0.301990469631928 1.67093956508304 4.03790131463183 0.413813868860089 0.67901042623145 NA
"VaccDscaff12-augustus-gene-362.37" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-362.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-363.22" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-363.23" 3.18049801731367 0.416471585007788 1.58185299659017 0.263280839563178 0.79233412669351 0.937550595256565
"VaccDscaff12-augustus-gene-363.24" 1.7316172840275 -1.50829049976423 2.54687799251709 -0.592211524931975 0.553708952887604 NA
"VaccDscaff12-augustus-gene-364.21" 0.907224952093526 3.25763599321633 3.20090857976924 1.01772228479302 0.308809953730622 NA
"VaccDscaff12-augustus-gene-364.22" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-365.47" 1.77598666521645 -0.431118449977303 2.13514099122637 -0.201915682265872 0.839982641905869 NA
"VaccDscaff12-augustus-gene-365.48" 6.16752861455907 1.69574525890917 1.37745074878352 1.2310750568808 0.218294793530403 0.535176235706564
"VaccDscaff12-augustus-gene-365.49" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-366.36" 19.6089536740127 -0.447520433070514 0.771932658409719 -0.579740250907979 0.56208979535898 0.842678491470244
"VaccDscaff12-augustus-gene-366.37" 4.14521140273874 -0.787183202040067 1.59779871798675 -0.492667313584985 0.622247676886525 0.872071030418172
"VaccDscaff12-augustus-gene-366.38" 0.424595332391238 -2.37594143825217 4.01194053341959 -0.592217511316656 0.553704944707494 NA
"VaccDscaff12-augustus-gene-366.40" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-366.41" 6.20562217962963 1.66286484809628 1.3201506405001 1.25960234921854 0.207812847649803 0.520701953213782
"VaccDscaff12-augustus-gene-366.43" 6.86134291060282 0.291079249419577 1.29879669311509 0.224114560009726 0.822668163373425 0.948251473828268
"VaccDscaff12-augustus-gene-366.46" 0.886040663960486 1.03477706785297 3.63259360628714 0.284859023608371 0.775752150289627 NA
"VaccDscaff12-augustus-gene-366.47" 26.1265055747791 -1.46011202337468 0.717673990183322 -2.03450597812763 0.0419006064733686 0.189291161382734
"VaccDscaff12-augustus-gene-366.48" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-367.26" 9.16523224513048 4.59811791937584 1.45159413417993 3.1676333012833 0.00153685235540216 0.0161351709674225
"VaccDscaff12-augustus-gene-367.27" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-367.28" 4.33564459362991 3.4046555540166 1.74275472138666 1.95360569805693 0.0507478662518894 0.215371247419955
"VaccDscaff12-augustus-gene-367.30" 0.15187296397255 0.776745393330707 4.0804728567969 0.190356711241657 0.849029616819546 NA
"VaccDscaff12-augustus-gene-368.26" 8.73985358358066 1.57525545607269 1.16767512057349 1.34905285581405 0.177319989418146 0.479213368121113
"VaccDscaff12-augustus-gene-368.27" 0.585680796158291 0.0431595892164964 3.91050141946744 0.0110368427439094 0.991194052353188 NA
"VaccDscaff12-augustus-gene-368.32" 1.50744277258248 3.99039255867975 3.25855847977076 1.22458829063595 0.220730381922703 NA
"VaccDscaff12-augustus-gene-37.29" 1.20749082658583 -3.84291276310047 3.5247042655528 -1.09027948831269 0.275590047786492 NA
"VaccDscaff12-augustus-gene-37.30" 70.7332130379166 -5.24482730009496 0.801134814989191 -6.54674744121028 5.8803682983653e-11 3.73012733108193e-09
"VaccDscaff12-augustus-gene-37.31" 2.22345940352429 1.0916412835055 2.14338054482972 0.509308198275272 0.610536212317449 NA
"VaccDscaff12-augustus-gene-37.33" 2.39812428447445 2.78822097753834 2.1197174259683 1.31537390002097 0.188384272770924 NA
"VaccDscaff12-augustus-gene-37.34" 0.660374599143985 -0.227016174942528 3.99083381842596 -0.0568843969133413 0.954637283645137 NA
"VaccDscaff12-augustus-gene-37.35" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-371.30" 0.201248471097638 -1.14680795831178 4.0804728567969 -0.28104780954529 0.778673730280535 NA
"VaccDscaff12-augustus-gene-371.31" 0.607491855890202 2.67858307823812 3.97252472304985 0.674277258161825 0.500135059658115 NA
"VaccDscaff12-augustus-gene-371.34" 0.424595332391238 -2.37594143825217 4.01194053341959 -0.592217511316656 0.553704944707494 NA
"VaccDscaff12-augustus-gene-371.36" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-371.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-372.23" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-372.24" 1.87534708902835 -0.104288481267579 2.25876872951273 -0.0461704998413347 0.963174355106906 NA
"VaccDscaff12-augustus-gene-372.25" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-373.26" 6.69058815992952 0.00244748197413146 1.18168998898959 0.00207117094748699 0.998347445859724 0.999008238432825
"VaccDscaff12-augustus-gene-374.20" 8.56926320780012 0.289301720818932 1.13815672955172 0.254184431113348 0.799353077870887 0.941312705357239
"VaccDscaff12-augustus-gene-374.21" 10.4206162312214 -6.96367487608833 1.57368836215005 -4.42506600644502 9.64127993567314e-06 0.000205295892714768
"VaccDscaff12-augustus-gene-374.24" 5.82378067915138 -4.1922980917042 1.68351948715552 -2.49019873169839 0.0127671684293891 0.084110586677337
"VaccDscaff12-augustus-gene-375.20" 0.868117579486912 -0.932269545116197 3.64725603825316 -0.255608472599226 0.798253175509298 NA
"VaccDscaff12-augustus-gene-375.21" 1.04242837479024 1.36285193910062 3.42337600173542 0.398101738871147 0.690555192667239 NA
"VaccDscaff12-augustus-gene-376.27" 3.49458706221794 1.18683861297659 2.03032583075969 0.584555737308681 0.558846477219042 0.840880045675686
"VaccDscaff12-augustus-gene-376.28" 0.150995234815964 0.776745393330707 4.0804728567969 0.190356711241657 0.849029616819546 NA
"VaccDscaff12-augustus-gene-376.30" 6.34103426985205 -0.151203847069172 1.22666642249436 -0.12326403029905 0.901898023233835 0.972398901033239
"VaccDscaff12-augustus-gene-377.19" 5.64821022506855 0.0415972181585616 1.58537694131267 0.0262380617975431 0.97906745739949 0.994192422038596
"VaccDscaff12-augustus-gene-377.21" 3.68804153490223 1.4723342557859 1.59396325878621 0.923693973289617 0.355645670796422 0.691961077096322
"VaccDscaff12-augustus-gene-377.23" 0.301488554516497 1.66885327267624 4.03808801211776 0.413278083010631 0.67940288561363 NA
"VaccDscaff12-augustus-gene-378.17" 1.38878330052264 2.71181547385454 2.81576786561821 0.963082044854272 0.335506351584185 NA
"VaccDscaff12-augustus-gene-378.18" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-378.19" 23.635198493863 -1.84886523797675 0.760260981591692 -2.43188231770877 0.0150205867439071 0.0941615358355089
"VaccDscaff12-augustus-gene-379.20" 0.597150669381397 1.301643831546 3.99421333401637 0.325882401037688 0.744513331427298 NA
"VaccDscaff12-augustus-gene-379.21" 0.605234482461598 2.67358485893158 3.97275106850648 0.672980716090196 0.500959559258693 NA
"VaccDscaff12-augustus-gene-379.22" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-38.25" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-38.26" 0.301488554516497 1.66885327267624 4.03808801211776 0.413278083010631 0.67940288561363 NA
"VaccDscaff12-augustus-gene-38.27" 0.303745927945101 1.67821185612022 4.03725257372428 0.415681661098578 0.677642962429156 NA
"VaccDscaff12-augustus-gene-38.28" 0.961863153660482 0.771274975308501 3.19765185697539 0.241200421373588 0.809399784330279 NA
"VaccDscaff12-augustus-gene-38.29" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-38.31" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-380.34" 0.605736397577029 2.67469791923936 3.97270059655144 0.673269443350746 0.500775888928594 NA
"VaccDscaff12-augustus-gene-380.36" 9.87974995602186 -0.89574636730809 1.11962572171138 -0.800040897541117 0.423687102210048 0.74788815440491
"VaccDscaff12-augustus-gene-381.23" 0.58505402455942 0.0421392038082522 4.01657763993193 0.0104913206181585 0.991629290814223 NA
"VaccDscaff12-augustus-gene-381.25" 0.356628671198884 -2.09026393813598 4.03455405093709 -0.518090453553467 0.604395160562564 NA
"VaccDscaff12-augustus-gene-381.27" 1.16102040580778 -0.672899236999286 2.98365015207837 -0.225528866556474 0.821567871477161 NA
"VaccDscaff12-augustus-gene-382.33" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-382.41" 52.2703686059096 -6.41823089073515 0.974977679544349 -6.58295161560486 4.61199266299116e-11 2.94615390464738e-09
"VaccDscaff12-augustus-gene-383.36" 2.11254237295946 -0.433583604647595 2.16610597089698 -0.200167309666779 0.841349732865984 NA
"VaccDscaff12-augustus-gene-383.38" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-384.37" 0.303745927945101 1.67821185612022 4.03725257372428 0.415681661098578 0.677642962429156 NA
"VaccDscaff12-augustus-gene-384.38" 0.301488554516497 1.66885327267624 4.03808801211776 0.413278083010631 0.67940288561363 NA
"VaccDscaff12-augustus-gene-384.41" 0.603980939263856 2.67080376871742 3.9728773451516 0.672259306463817 0.501418631188729 NA
"VaccDscaff12-augustus-gene-384.42" 0.603479024148425 2.66968811904675 3.97292806904599 0.67196991051686 0.501602852061109 NA
"VaccDscaff12-augustus-gene-384.43" 0.150995234815964 0.776745393330707 4.0804728567969 0.190356711241657 0.849029616819546 NA
"VaccDscaff12-augustus-gene-385.27" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-386.18" 10.482412123937 0.708867445757517 1.04155251331837 0.680587331597017 0.496132645146191 0.802500629538992
"VaccDscaff12-augustus-gene-386.19" 2.32645316453916 0.870866579393922 2.09276344580303 0.416132354156137 0.677313156018895 NA
"VaccDscaff12-augustus-gene-386.20" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-386.21" 1.5630848043803 1.77019547558997 2.69458161756726 0.656946319253875 0.511215433608321 NA
"VaccDscaff12-augustus-gene-386.22" 1.66658977195628 4.13481181461642 2.57809464721151 1.6038246769135 0.108752703566663 NA
"VaccDscaff12-augustus-gene-386.23" 0.999934942040725 -2.40561066099034 3.4790065718511 -0.691464822301375 0.489273480041445 NA
"VaccDscaff12-augustus-gene-388.19" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-388.20" 9.03112313766433 -0.882842521637241 1.02129966164486 -0.864430445629807 0.387351473908917 0.720901716410955
"VaccDscaff12-augustus-gene-388.21" 2.96161820685968 1.26867575115638 2.11771492036556 0.599077684609871 0.549121081881214 0.835858963725018
"VaccDscaff12-augustus-gene-389.24" 1.95290399450673 0.659243638702486 2.08876694463952 0.315613783717867 0.752295674184059 NA
"VaccDscaff12-augustus-gene-389.27" 1.10797150807573 2.29512550608177 3.05355693019813 0.751623617488228 0.452277436317879 NA
"VaccDscaff12-augustus-gene-389.31" 3.03298143469323 -0.318559520065301 2.14880731998725 -0.148249457781627 0.882145901342186 0.964670942866181
"VaccDscaff12-augustus-gene-389.32" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-389.33" 0.566127109854984 -2.78449637817171 3.98629820550247 -0.698516828050682 0.484854037649929 NA
"VaccDscaff12-augustus-gene-389.34" 9.77791914945781 0.97788702646257 0.96962961599871 1.00851604605265 0.313206788436991 0.649691007983524
"VaccDscaff12-augustus-gene-389.36" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-39.25" 2.82685854968175 1.52949347622861 2.15087810108815 0.71110188692461 0.477021100788517 0.787351523900597
"VaccDscaff12-augustus-gene-39.26" 0.283063554927492 -1.81383899404002 4.05937475762039 -0.446827184564575 0.654999841735575 NA
"VaccDscaff12-augustus-gene-390.19" 1.80879644501435 -1.01626370310037 2.51493092596463 -0.404092093587252 0.686144998783606 NA
"VaccDscaff12-augustus-gene-390.20" 0.906723036978095 3.2568761474163 3.53253731511689 0.921965108048273 0.3565467759791 NA
"VaccDscaff12-augustus-gene-390.21" 0.201248471097638 -1.14680795831178 4.0804728567969 -0.28104780954529 0.778673730280535 NA
"VaccDscaff12-augustus-gene-390.22" 0.759125613394159 -3.17555703353134 3.79618351104996 -0.8365130464025 0.402866340339257 NA
"VaccDscaff12-augustus-gene-391.21" 3.1254420178512 1.11101708021642 2.10322100042583 0.528245524360722 0.597328936051473 0.862111500226398
"VaccDscaff12-augustus-gene-391.22" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-391.24" 3.10839173744573 0.220737158003851 1.56247974553595 0.141273612432099 0.887653794751218 0.966615833991363
"VaccDscaff12-augustus-gene-391.26" 3.81989362153032 -0.365287461555027 1.46336139334306 -0.249622180287621 0.802879544099988 0.941817920252801
"VaccDscaff12-augustus-gene-392.28" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-392.29" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-392.31" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-392.36" 0.493524525819632 -1.07375947615787 4.03940117298386 -0.265821449807792 0.790376722803947 NA
"VaccDscaff12-augustus-gene-392.37" 2.54798080697493 -0.518596969385133 1.86200176435364 -0.278515831355915 0.78061641396155 NA
"VaccDscaff12-augustus-gene-393.17" 7.89221960372863 0.199020238566522 1.14703662623635 0.173508181006866 0.862251997896993 0.959353159130702
"VaccDscaff12-augustus-gene-393.19" 6.3621402012244 0.425464488325245 1.23413395761089 0.344747412305943 0.730284270842166 0.916873165509936
"VaccDscaff12-augustus-gene-393.20" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-394.22" 3.82035078697029 -0.869947235722092 1.5043942723402 -0.578270770978689 0.563081324882631 0.843557270675197
"VaccDscaff12-augustus-gene-394.23" 7.9635787468233 -0.940242765783032 1.22773786958158 -0.76583348048348 0.443775390045826 0.762592938368792
"VaccDscaff12-augustus-gene-394.25" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-395.19" 1.81570344738479 4.25858184169057 2.73354199672278 1.55789881655235 0.119257235809776 NA
"VaccDscaff12-augustus-gene-396.40" 0 NA NA NA NA NA
"VaccDscaff12-augustus-gene-396.42" 5.78230501225335 2.9662007561875 1.41684763361174 2.0935213397832 0.0363026411494926 0.17213866067279
"VaccDscaff12-augustus-gene-396.43" 0.283063554927492 -1.81383899404002 4.05937475762039 -0.446827184564575 0.654999841735575 NA
"VaccDscaff12-augustus-gene-4.31" 0.713257342397768 -3.09286491944155 3.97113525340627 -0.778836459117987 0.436076057760552 NA
"VaccDscaff12-augustus-gene-4.34" 0.906723036978095 3.2568761474163 3.53253731511689 0.921965108048273 0.3565467759791 NA
"VaccDscaff12-augustus-gene-40.44" 0 NA NA NA NA NA
